name,type
arabian journal of chemistry,4.553
arabian journal of geosciences,0.955
archaea-an international microbiological journal,2.132
archaeological and anthropological sciences,1.844
archaeological prospection,0.938
archaeology in oceania,1.235
archaeometry,1.47
archeosciences-revue d archeometrie,0.071
archiv der mathematik,0.591
archiv der pharmazie,1.994
archiv fur molluskenkunde,1.077
archiv fur tierzucht-archives of animal breeding,0.389
archive for history of exact sciences,0.308
archive for mathematical logic,0.394
archive for rational mechanics and analysis,2.392
archive for the psychology of religion-archiv fur religionspsychologie,0.543
archive of applied mechanics,1.49
archives de pediatrie,0.372
archives des maladies professionnelles et de l environnement,0.238
archives europeennes de sociologie,0.308
archives italiennes de biologie,0.58
archives of acoustics,0.816
archives of agronomy and soil science,2.137
archives of animal nutrition,1.306
archives of biochemistry and biophysics,3.165
archives of biological sciences,0.352
archives of budo,1.506
archives of cardiovascular diseases,2.331
archives of civil and mechanical engineering,2.216
archives of clinical neuropsychology,2.044
archives of clinical psychiatry,0.357
archives of computational methods in engineering,5.061
archives of control sciences,0.705
archives of dermatological research,2.327
archives of disease in childhood,3.265
archives of disease in childhood-education and practice edition,1.215
archives of disease in childhood-fetal and neonatal edition,3.786
archives of environmental & occupational health,1.347
archives of environmental contamination and toxicology,2.467
archives of environmental protection,0.708
archives of gerontology and geriatrics,2.086
archives of gynecology and obstetrics,2.09
archives of insect biochemistry and physiology,1.53
archives of iranian medicine,1.2
archives of mechanics,1.157
archives of medical research,2.718
archives of medical science,1.969
archives of metallurgy and materials,0.571
archives of microbiology,1.6
archives of mining sciences,0.55
archives of natural history,0.108
archives of oral biology,1.748
archives of orthopaedic and trauma surgery,1.942
archives of osteoporosis,1.96
archives of pathology & laboratory medicine,2.918
archives of pharmacal research,2.324
archives of physical medicine and rehabilitation,3.289
archives of physiology and biochemistry,1.22
archives of psychiatric nursing,1.201
archives of rheumatology,0.312
archives of sexual behavior,2.72
archives of suicide research,1.901
archives of toxicology,5.901
archives of virology,2.058
archives of womens mental health,3.397
archivos argentinos de pediatria,0.403
archivos de bronconeumologia,2.979
archivos de medicina veterinaria,0.275
archivos espanoles de urologia,0.323
archivos latinoamericanos de nutricion,0.459
archivum immunologiae et therapiae experimentalis,2.04
arctic,1.165
arctic antarctic and alpine research,1.782
arctic anthropology,0.458
ardea,1.395
ardeola,0.807
area,1.755
argumenta oeconomica,0.091
argumentation,0.689
arhiv za higijenu rada i toksikologiju-archives of industrial hygiene and toxicology,1.395
arid land research and management,1.015
arkiv for matematik,0.474
arkivoc,1.031
armed forces & society,0.986
arquivo brasileiro de medicina veterinaria e zootecnia,0.201
arquivos brasileiros de cardiologia,1.186
arquivos brasileiros de endocrinologia e metabologia,1.193
arquivos brasileiros de oftalmologia,0.544
arquivos de neuro-psiquiatria,0.902
ars combinatoria,0.268
ars mathematica contemporanea,0.87
arteriosclerosis thrombosis and vascular biology,6.607
arthritis & rheumatology,6.918
arthritis care & research,3.319
arthritis research & therapy,4.121
arthropod structure & development,1.546
arthropod systematics & phylogeny,2.357
arthropod-plant interactions,1.441
arthroscopy-the journal of arthroscopic and related surgery,4.292
artificial cells nanomedicine and biotechnology,5.605
artificial intelligence,4.797
artificial intelligence in medicine,2.009
artificial intelligence review,2.627
artificial life,1.316
artificial organs,2.403
arts & health,0.436
arts in psychotherapy,0.972
asaio journal,2.19
ashrae journal,0.183
asia europe journal,0.569
asia pacific business review,1
asia pacific education review,0.366
asia pacific journal of anthropology,0.617
asia pacific journal of clinical nutrition,1.816
asia pacific journal of education,0.785
asia pacific journal of human resources,0.811
asia pacific journal of management,2.024
asia pacific journal of social work and development,0.31
asia pacific journal of tourism research,1.051
asia pacific law review,0.083
asia pacific viewpoint,1.212
asian american journal of psychology,1.528
asian and pacific migration journal,0.357
asian biomedicine,0.148
asian business & management,1.133
asian economic journal,0.256
asian economic papers,0.535
asian economic policy review,0.75
asian herpetological research,0.385
asian journal of andrology,2.996
asian journal of communication,0.638
asian journal of control,1.421
asian journal of mathematics,0.895
asian journal of organic chemistry,2.788
asian journal of social psychology,1
asian journal of social science,0.291
asian journal of surgery,1.203
asian journal of technology innovation,0.698
asian journal of womens studies,0.321
asian journal of wto & international health law and policy,0.242
asian myrmecology,0.8
asian nursing research,0.768
asian pacific journal of allergy and immunology,1.011
asian pacific journal of tropical medicine,0.925
asian perspective,0.358
asian population studies,0.629
asian studies review,0.692
asian survey,0.323
asian women,0.133
asian-australasian journal of animal sciences,0.86
asian-pacific economic literature,0.455
asia-pacific education researcher,0.576
asia-pacific journal of accounting & economics,0.279
asia-pacific journal of atmospheric sciences,1.65
asia-pacific journal of chemical engineering,0.836
asia-pacific journal of clinical oncology,1.959
asia-pacific journal of financial studies,0.492
asia-pacific journal of operational research,0.364
asia-pacific journal of public health,0.811
asia-pacific journal of teacher education,0.964
asia-pacific psychiatry,0.954
aslib journal of information management,1.514
asn neuro,3.03
assay and drug development technologies,2.196
assembly automation,1.367
assessing writing,1.575
assessment,3.062
assessment & evaluation in higher education,1.391
assistenza infermieristica e ricerca,0.236
assistive technology,1.037
asta-advances in statistical analysis,0.868
asterisque,0.741
astin bulletin,1.083
astrobiology,2.603
astronomical journal,2.609
astronomische nachrichten,0.916
astronomy & astrophysics,5.014
astronomy & geophysics,0.25
astronomy and astrophysics review,8.222
astronomy and computing,2.01
astronomy letters-a journal of astronomy and space astrophysics,0.873
astronomy reports,0.592
astroparticle physics,3.257
astrophysical bulletin,1.021
astrophysical journal,5.533
astrophysical journal letters,5.522
astrophysical journal supplement series,8.955
astrophysics,0.505
astrophysics and space science,1.622
asymptotic analysis,0.933
at-automatisierungstechnik,0.675
atencion primaria,1.042
atherosclerosis,4.239
atherosclerosis supplements,2.852
atla-alternatives to laboratory animals,1.021
atlantic geology,0.4
atlantis-journal of the spanish association of anglo-american studies,0.158
atmosfera,0.673
atmosphere,1.487
atmosphere-ocean,0.986
atmospheric chemistry and physics,5.318
atmospheric environment,3.629
atmospheric measurement techniques,3.089
atmospheric pollution research,1.637
atmospheric research,3.778
atmospheric science letters,1.504
atomic data and nuclear data tables,1.689
atomic energy,0.053
atomic spectroscopy,1.722
atomization and sprays,1.289
attachment & human development,2.042
attention perception & psychophysics,1.863
atw-international journal for nuclear power,0.045
audiology and neuro-otology,1.791
auditing-a journal of practice & theory,1.937
augmentative and alternative communication,2.388
auk,2.096
auris nasus larynx,1.128
austral ecology,1.708
austral entomology,1.341
australasian journal of dermatology,1.304
australasian journal of early childhood,0.352
australasian journal of educational technology,0.853
australasian journal of environmental management,1.019
australasian journal on ageing,0.825
australasian physical & engineering sciences in medicine,1.171
australasian plant pathology,1.085
australasian psychiatry,0.829
australian & new zealand journal of obstetrics & gynaecology,1.607
australian & new zealand journal of statistics,0.679
australian aboriginal studies,0.294
australian academic & research libraries,0.647
